lat,long,url
47.3755130,8.4966798,https://www.home.ch/en/rent/detail/apartment/subcategory-attic/at-Zrich/2.5+rooms/107626651/
47.4108277,8.5261055,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107509866/
47.4108277,8.5261055,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107509752/
47.3542801,8.5995420,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107458562/
47.4023035,8.4947308,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107457801/
47.4313586,8.5427369,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107399419/
47.4015160,8.5367659,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107371350/
47.3801179,8.5581897,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107359839/
47.3836722,8.5562115,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107251484/
47.4092671,8.5450887,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107172887/
47.4181421,8.5430327,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/106038068/
